"","TITLE","STARTYEAR","RELEASE_DATE_TXT","RUNTIME","PRODUCTION_COMPANIES","POPULARITY","DIRECTOR_NAME","DIRECTOR_GENDER","ACTOR1_NAME","ACTOR1_GENDER","ACTOR2_NAME","ACTOR2_GENDER","AVERAGERATING","NUMVOTES","BUDGET","REVENUE","VOTE_COUNT","VOTE_AVERAGE","ML_RCOUNT","ML_RATING","REVENUElog","drama","romance","thriller","comedy","sci-fi","adventure","animation","children","imax","musical","action","mystery","crime","war","western","fantasy","horror","documentary","film-noir","NO_GENRE"
"8784","The Golden Bowl",2000,"14/05/2000",130,"Merchant Ivory Productions",0.635671,"James Ivory",2,"Kate Beckinsale",1,"James Fox",2,5.9,4139,16.5235608257331,0,19,6.5,231,3.04329004329004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8785","Our Father",2002,"22/11/2002",84,"none",0.000294,"Mahamat-Saleh Haroun",0,"Ahidjo Mahamat Moussa",0,"Hamza Moctar Aguid",0,6.6,521,0,0,5,6.2,12,3.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8786","3 Ninjas Knuckle Up",1993,"07/04/1995",85,"TriStar Pictures",1.482828,"Shin Sang-ok",2,"Victor Wong",2,"Charles Napier",2,4.3,5163,0,0,28,4.1,434,1.80529953917051,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"8787","The Good Earth",1937,"06/08/1937",138,"Metro-Goldwyn-Mayer (MGM)",0.117125,"Sidney Franklin",2,"Paul Muni",0,"Luise Rainer",1,7.5,4329,0,0,13,5.7,335,3.70298507462687,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8788","Henry V",1944,"24/11/1944",137,"Two Cities Films",0.208208,"Laurence Olivier",2,"Laurence Olivier",2,"Renée Asherson",0,7.1,5489,0,0,22,7.1,120,3.62916666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"8789","The Crazies",1973,"16/03/1973",103,"Pittsburgh Films",0.564833,"George A. Romero",2,"Lane Carroll",0,"Will MacMillan",2,6.1,10584,12.5245300130057,0,61,6,184,3.2445652173913,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"8790","DeepStar Six",1989,"13/01/1989",105,"TriStar Pictures",0.525815,"Sean S. Cunningham",2,"Taurean Blacque",0,"Nancy Everhard",1,5.3,9820,0,8143225,51,5.2,371,2.48517520215633,15.9126969739632,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"8791","Impromptu",1991,"12/04/1991",107,"Les Films Ariane",0.95707,"James Lapine",2,"Judy Davis",1,"Hugh Grant",2,6.9,4525,0,0,15,6.2,302,3.69701986754967,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8792","The Element of Crime",1984,"18/05/1984",104,"none",0.225879,"Lars von Trier",2,"Michael Elphick",2,"Esmond Knight",2,6.8,8898,0,0,43,6.6,188,3.32712765957447,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8793","A Letter to Three Wives",1949,"20/01/1949",103,"Twentieth Century Fox Film Corporation",0.180027,"Joseph L. Mankiewicz",2,"Jeanne Crain",1,"Linda Darnell",1,7.8,8100,0,0,25,6.7,177,3.67231638418079,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8794","The Million Dollar Duck",1971,"30/06/1971",89,"none",0.469081,"Vincent McEveety",2,"Dean Jones",2,"Sandy Duncan",1,5.9,1860,0,0,12,5.8,244,2.61885245901639,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8795","The First $20 Million Is Always the Hardest",2002,"28/06/2002",105,"none",0.544428,"Mick Jackson",2,"Adam Garcia",2,"Rosario Dawson",1,5.6,3009,0,0,13,4.9,61,3.05737704918033,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8796","This Above All",1942,"12/05/1942",110,"Twentieth Century Fox Film Corporation",0.256478,"Anatole Litvak",2,"Tyrone Power",2,"Joan Fontaine",1,6.8,1010,0,0,3,7.5,5,2.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"8797","Next Time We Love",1936,"30/01/1936",87,"Universal",0.00144,"Edward H. Griffith",2,"Margaret Sullavan",1,"James Stewart",2,6.7,442,0,0,0,0,3,3.33333333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8798","Their Own Desire",1929,"27/12/1929",65,"Metro-Goldwyn-Mayer (MGM)",0.149693,"E. Mason Hopper",2,"Robert Montgomery",2,"Norma Shearer",0,5.9,500,0,0,4,4.5,3,2.16666666666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8799","Mrs. Soffel",1984,"26/12/1984",112,"Metro-Goldwyn-Mayer (MGM)",0.559959,"Gillian Armstrong",1,"Diane Keaton",1,"Mel Gibson",2,6.1,2882,0,4385312,9,6.3,117,3.06837606837607,15.2937715609445,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8800","It",1927,"15/02/1927",72,"Paramount Pictures",0.05481,"Josef von Sternberg",2,"Clara Bow",1,"Antonio Moreno",2,7.3,2856,0,0,6,6.5,68,3.33088235294118,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8801","Oh Heavenly Dog",1980,"11/07/1980",103,"Mulberry Square Productions",0.419156,"Joe Camp",2,"Chevy Chase",2,"none",0,5.4,2253,0,0,10,5.4,102,2.56372549019608,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"8802","Dark Waters",1993,"01/01/1993",94,"none",0.062796,"Mariano Baino",0,"Louise Salter",0,"Venera Simmons",0,6.1,1810,0,0,9,7.2,7,2.64285714285714,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"8803","Cool Breeze",1972,"29/03/1972",101,"Metro-Goldwyn-Mayer (MGM)",0.021645,"Barry Pollack",0,"Thalmus Rasulala",2,"Judy Pace",1,5.4,286,0,0,1,8,3,3.16666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"8804","Rain",1932,"12/10/1932",94,"Feature Productions",0.133788,"Lewis Milestone",0,"Joan Crawford",1,"Walter Huston",2,6.9,2257,0,0,8,5.1,134,3.56716417910448,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8805","Night Call Nurses",1972,"01/06/1972",74,"New World Pictures",2e-04,"Jonathan Kaplan",2,"Patty Byrne",0,"Alana Stewart",1,4.6,252,11.2252567257629,0,1,5,4,3.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8806","Method",2004,"16/06/2004",92,"Andrew Stevens Entertainment",0.050579,"Duncan Roy",2,"Elizabeth Hurley",1,"Jeremy Sisto",2,4.4,876,0,0,2,3.5,3,2.16666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8807","The Middle of the World",2003,"12/09/2003",85,"none",0.018849,"Vicente Amorim",0,"Cláudia Abreu",0,"Wagner Moura",2,6.6,1076,0,0,7,6.5,5,3.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8808","From the East",1993,"16/09/1993",107,"none",0.000175,"Chantal Akerman",1,"none",0,"none",0,7.3,549,0,0,3,8.3,7,3.85714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"8809","Room at the Top",1959,"22/01/1959",115,"Romulus Films",0.327188,"Jack Clayton",2,"Simone Signoret",1,"Laurence Harvey",2,7.5,5009,0,0,19,5.9,165,3.86666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8810","Murder 2",2011,"08/07/2011",127,"none",0.07951,"Mohit Suri",2,"Jaqueline Fernandes",1,"Yana Gupta",0,6.2,6074,0,0,12,5.7,8,3.3125,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"8811","Born to Be Wild",1995,"31/03/1995",100,"none",0.293805,"John Gray",2,"Wil Horneff",2,"Helen Shaver",1,5.1,1365,0,0,10,4.5,56,2.32142857142857,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8812","Movie Crazy",1932,"23/09/1932",81,"The Harold Lloyd Corporation",0.000358,"Clyde Bruckman",2,"Harold Lloyd",2,"Constance Cummings",1,7.2,1291,0,0,3,4.7,8,3.375,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8813","Isolation",2005,"10/09/2005",95,"Lions Gate Films",0.357048,"Billy O'Brien",2,"Essie Davis",1,"Sean Harris",2,5.6,6572,15.4249486703984,0,51,5.7,30,2.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"8814","The Earthling",1980,"24/07/1980",97,"Filmways Pictures",0.064987,"Peter Collinson",0,"William Holden",2,"Ricky Schroder",0,7,1322,0,0,2,7.3,44,3.23863636363636,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8815","Sorority House Massacre II",1990,"05/10/1990",80,"New Concorde",0.08757,"Jim Wynorski",2,"Gail Harris",1,"Melissa Moore",1,4.9,1824,0,0,12,5,116,1.68965517241379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"8816","Beyond a Reasonable Doubt",1956,"05/09/1956",80,"Bert E. Friedlob Productions",0.383996,"Fritz Lang",2,"Dana Andrews",2,"Joan Fontaine",1,7,4423,0,0,19,6.9,31,3.03225806451613,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"8817","One Hundred Men and a Girl",1937,"05/09/1937",84,"Universal Pictures",0.190241,"Henry Koster",2,"Deanna Durbin",1,"Leopold Stokowski",0,6.7,880,6.63725803128446,0,5,4.9,20,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8818","Animalympics",1980,"01/02/1980",78,"Lisberger Studios",0.384722,"Steven Lisberger",2,"Billy Crystal",2,"Harry Shearer",2,6.8,1788,0,0,8,5.6,11,3.04545454545455,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8819","Keane",2004,"03/09/2004",90,"Section Eight Productions",0.271437,"Lodge Kerrigan",0,"Damian Lewis",2,"Abigail Breslin",1,6.9,5200,0,0,20,6.8,49,3.25510204081633,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"8820","A Nightingale Falling",2014,"12/09/2014",110,"Mixed Bag Media",0.135215,"Garret Daly",0,"none",0,"Tara Breathnach",0,5.1,215,0,0,3,6.8,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"8821","Sin Takes a Holiday",1930,"09/11/1930",81,"Pathé Exchange",0.072636,"Paul L. Stein",2,"Constance Bennett",1,"Kenneth MacKenna",2,6.2,455,0,0,1,0,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8822","Almost Angels",1962,"26/09/1962",93,"none",0.082915,"Steve Previn",2,"none",0,"Vincent Winter",2,6.7,355,0,0,1,5,2,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"8823","The Talent Given Us",2004,"11/06/2004",98,"Noble Media",0.001121,"none",1,"Allen Wagner",0,"Emily Wagner",0,5.5,439,0,0,2,5.5,5,2.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8824","Bright Road",1953,"17/04/1953",68,"Metro-Goldwyn-Mayer (MGM)",0.031827,"Gerald Mayer",2,"Dorothy Dandridge",1,"Philip Hepburn",0,6.7,520,0,0,3,6.3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8825","The Last Seduction II",1999,"08/06/1999",96,"none",0.128676,"Terry Marcel",2,"Joan Severance",1,"Con O'Neill",2,4.5,401,0,0,1,6,22,1.68181818181818,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"8826","Strategic Air Command",1955,"12/07/1955",112,"Paramount Pictures",0.123236,"Anthony Mann",2,"James Stewart",2,"June Allyson",1,6.4,2922,0,0,7,5.8,13,3.03846153846154,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8827","The Trap",1966,"07/04/1966",106,"none",0.009356,"Sidney Hayers",2,"Rita Tushingham",1,"Oliver Reed",2,7.3,1710,0,0,10,6.3,4,3.5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8828","Black Tights",1961,"20/02/1962",140,"Doperfilme",0.090166,"Terence Young",2,"none",0,"Cyd Charisse",1,6.2,182,0,0,1,5,5,2.7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"8829","Steel",1979,"21/10/1979",102,"Fawcett-Majors Productions",0.159113,"Steve Carver",2,"Lee Majors",2,"Jennifer O'Neill",1,6,442,0,0,3,4.7,4,2.75,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"8830","An Almost Perfect Affair",1979,"27/04/1979",91,"none",0.079028,"Michael Ritchie",2,"Keith Carradine",2,"Monica Vitti",1,5.2,238,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8831","The Unholy",1988,"22/04/1988",102,"Vestron Pictures",0.176328,"Camilo Vila",0,"Ben Cross",2,"Ned Beatty",2,5,1461,0,0,9,5.9,8,2.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"8832","Salomé",1922,"15/02/1923",74,"Nazimova Productions",0.000729,"Alla Nazimova",0,"Alla Nazimova",0,"Mitchell Lewis",0,6.6,783,0,0,2,7,11,2.86363636363636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"8833","Dad's Army",1971,"12/03/1971",95,"Norcon",0.166733,"Norman Cohen",0,"Arthur Lowe",2,"John Le Mesurier",2,7,2746,0,0,52,3.6,9,3.27777777777778,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8834","Thank You, Mr. Moto",1937,"24/12/1937",67,"Twentieth Century Fox Film Corporation",0.189732,"Norman Foster",2,"Peter Lorre",2,"Thomas Beck",2,7,836,0,0,5,5.1,13,3.19230769230769,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"8835","Firecracker",2005,"11/10/2005",0,"none",0.000783,"Steve Balderson",0,"Karen Black",1,"Mike Patton",2,5.4,890,0,0,2,6,3,3.16666666666667,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"8836","The Singing Nun",1966,"02/04/1966",97,"Metro-Goldwyn-Mayer (MGM)",0.478252,"Henry Koster",2,"Debbie Reynolds",1,"Ricardo Montalban",2,6.2,1088,0,0,5,6,4,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8837","Savages",1972,"27/06/1972",106,"Merchant Ivory Productions",0.1016,"James Ivory",2,"Lewis J. Stadlen",2,"Anne Francine",0,5.6,331,0,0,0,0,4,2.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"8838","Sweet Deceptions",1960,"15/10/1960",95,"none",0.009482,"Alberto Lattuada",2,"Catherine Spaak",1,"Jean Sorel",2,6.9,197,0,0,1,5,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8839","Pretty Smart",1987,"13/03/1987",0,"none",0.078859,"Dimitri Logothetis",2,"Tricia Leigh Fisher",0,"Patricia Arquette",1,4.7,383,0,0,0,0,2,2.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8840","Il fischio al naso",1967,"06/08/1967",0,"none",0.00293,"Ugo Tognazzi",2,"none",0,"none",0,6.6,142,0,0,0,0,3,2.83333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8841","Three Nights of Love",1964,"08/10/1964",113,"Unidis",0.154201,"Renato Castellani",2,"Catherine Spaak",1,"John Phillip Law",2,6.4,43,0,0,1,5.5,2,2.75,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8842","Showdown at Boot Hill",1958,"01/05/1958",71,"none",0.030699,"Gene Fowler Jr.",2,"Charles Bronson",2,"John Carradine",2,6.4,353,0,0,2,6.5,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"8843","They Came Back",2004,"27/10/2004",102,"Gimages Développement",0.215122,"Robin Campillo",2,"Géraldine Pailhas",1,"Jonathan Zaccaï",2,5.9,2701,0,0,21,5.8,21,3.23809523809524,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"8844","Mr. Moto's Last Warning",1939,"20/01/1939",71,"Twentieth Century Fox Film Corporation",0.293331,"Norman Foster",2,"Peter Lorre",2,"Ricardo Cortez",2,6.5,1136,0,0,6,5.5,9,3.22222222222222,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"8845","Dick Tracy Meets Gruesome",1947,"26/09/1947",65,"RKO Radio Pictures",0.001692,"John Rawlins",2,"Boris Karloff",0,"Ralph Byrd",0,6.2,1457,0,0,4,5.9,6,3.08333333333333,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"8846","They Came from Beyond Space",1967,"01/05/1967",85,"Amicus Productions",0.355796,"Freddie Francis",2,"Robert Hutton",2,"Jennifer Jayne",1,4.6,1318,0,0,8,6,4,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8847","The Fearmakers",1958,"01/10/1958",85,"Pacemaker",0.175927,"Jacques Tourneur",0,"Dana Andrews",2,"Dick Foran",2,6.1,526,0,0,2,6,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8848","Smartass",2017,"01/10/2017",0,"none",0.119065,"Jena Serbu",0,"none",0,"Joey King",1,4.6,514,0,0,0,0,3,3.66666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8849","Kiss or Kill",1997,"23/04/1997",96,"Australian Film Finance Corporation (AFFC)",0.000325,"Bill Bennett",2,"Tiffany Peters",0,"none",0,6.2,1262,0,0,3,4.2,5,3.2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"8850","Shooters",2001,"17/11/2001",71,"none",0.000493,"Dan Reed",2,"none",0,"none",0,6.8,320,0,0,2,3.8,2,2.25,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"8851","The Wandering Image",1920,"25/12/1920",66,"none",0.002624,"Fritz Lang",2,"Mia May",0,"Hans Marr",0,6.1,342,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"8852","The Execution of Wanda Jean",2002,"01/01/2002",88,"none",0.001794,"Liz Garbus",1,"none",0,"none",0,7.5,198,0,0,1,8,2,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"8853","The Phantom of the Opera",1962,"25/06/1962",84,"Hammer Film Productions",0.656343,"Terence Fisher",2,"Herbert Lom",2,"Heather Sears",1,6.4,2735,0,0,15,6.1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"8854","Seven Alone",1974,"20/12/1974",97,"none",0.012776,"Earl Bellamy",2,"Dewey Martin",0,"Aldo Ray",2,5.5,415,0,0,1,6,3,3.33333333333333,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8855","The Abductors",1972,"28/01/1972",90,"Derio",8e-04,"Don Schain",2,"Cheri Caffaro",1,"Richard Smedley",0,5.1,382,0,0,3,6.3,1,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8856","Too Many Crooks",1959,"08/03/1959",87,"none",0.132714,"Mario Zampi",2,"Terry-Thomas",2,"George Cole",2,7,938,0,0,10,7.9,3,3.16666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8857","The Kidnappers",1953,"01/12/1953",93,"Group Film Productions",0.246957,"Philip Leacock",2,"none",0,"Jean Anderson",0,7.1,422,0,0,3,7,3,3.83333333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"8858","Keep My Grave Open",1977,"01/01/1976",79,"none",0.021499,"S.F. Brownrigg",0,"none",0,"none",0,4.7,328,0,0,3,3.7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"8859","Shirome",2010,"13/08/2010",83,"none",0.001953,"Kôji Shiraishi",0,"Kanako Momota",0,"Ayaka Sasaki",0,4.7,291,0,0,4,4.4,2,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"8860","A Miracle on Christmas Lake",2016,"",0,"none",0,"none",1,"none",0,"none",0,4.4,174,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"8861","Two Loves",1961,"21/06/1961",96,"Metro-Goldwyn-Mayer (MGM)",0.043672,"Charles Walters",0,"Shirley MacLaine",1,"Laurence Harvey",2,5,245,0,0,2,4.5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8862","Take Care of My Little Girl",1951,"06/07/1951",93,"Twentieth Century Fox Film Corporation",0.206975,"Jean Negulesco",2,"Jeanne Crain",1,"Dale Robertson",2,6.5,260,0,0,5,5.7,1,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8863","The Love Rebellion",1967,"01/10/1967",87,"Cannon Films",0.003807,"Joseph W. Sarno",2,"none",0,"Melissa Ford",0,5.8,35,0,0,0,0,1,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"8864","The Blancheville Monster",1963,"06/06/1963",87,"Llama Films",0.225272,"Alberto De Martino",2,"Gérard Tichy",2,"Leo Anchóriz",0,5,507,0,0,4,4.3,3,2.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"8865","Freedom",1982,"01/01/1982",0,"none",0.003288,"Scott Hicks",2,"none",0,"none",0,6.9,74,0,0,1,5,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"8866","Rough Shoot",1953,"15/05/1953",88,"Raymond Stross Productions",0.040278,"Robert Parrish",2,"Joel McCrea",2,"Evelyn Keyes",1,6.1,228,0,0,2,6,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"8867","Autobiography of a Princess",1975,"05/10/1975",60,"Merchant Ivory Productions",0.000747,"James Ivory",2,"none",0,"James Mason",2,5.8,200,0,0,1,5,2,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"8868","Rain for a Dusty Summer",1971,"01/01/1971",93,"none",0.02175,"Arthur Lubin",2,"none",0,"Ernest Borgnine",2,4.5,38,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"8869","Invasion: UFO",1974,"10/06/1974",97,"none",0.083442,"Gerry Anderson",2,"Ed Bishop",0,"Michael Billington",2,6.2,237,0,0,4,4.3,2,3.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8870","The Third Secret",1964,"02/02/1964",103,"Hubris Productions",0.035221,"Charles Crichton",2,"Stephen Boyd",2,"Jack Hawkins",2,6.5,699,0,0,3,6.5,3,2.66666666666667,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"8871","Dhool",2003,"15/01/2003",160,"none",0.000759,"Dharani",2,"Vikram",2,"Jyothika",0,7.1,1060,0,0,4,5.1,2,4.5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8872","The Ghost Comes Home",1940,"08/03/1940",79,"Metro-Goldwyn-Mayer (MGM)",0.022275,"Wilhelm Thiele",0,"Frank Morgan",2,"Billie Burke",1,6.1,192,0,0,0,0,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8873","What a Woman!",1943,"29/12/1943",94,"Columbia Pictures Corporation",0.004338,"Irving Cummings",2,"Rosalind Russell",1,"Brian Aherne",0,6.7,237,0,0,0,0,1,3.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8874","Nattbuss 807",1997,"28/02/1997",106,"none",0.016437,"David Flamholc",2,"Jonte Halldén",0,"Christian Moscoso",0,4.9,1446,0,0,4,2.8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"8875","Saai sau kwong lung",2002,"01/01/2002",88,"none",0.000292,"Nam Yin",2,"Bessie Chan",1,"Nadia Chan",0,4.5,51,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8876","The Parent Trap",1998,"28/07/1998",127,"Walt Disney Pictures",1.401977,"Nancy Meyers",1,"Lindsay Lohan",1,"Dennis Quaid",2,6.5,114385,0,0,681,6.7,3813,3.26881720430108,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8877","From Russia with Love",1963,"11/10/1963",115,"United Artists",5.205382,"Terence Young",2,"Sean Connery",2,"Daniela Bianchi",0,7.4,112455,14.5086582385241,78898765,710,6.9,7352,3.70484221980414,18.1836761456431,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8878","Little Voice",1998,"05/11/1998",97,"Miramax Films",0.796716,"Mark Herman",0,"Brenda Blethyn",1,"Michael Caine",2,6.9,15420,0,0,52,6.5,2373,3.66729877791825,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8879","Cats & Dogs",2001,"04/07/2001",87,"Village Roadshow Pictures",2.191145,"Lawrence Guterman",0,"Jeff Goldblum",2,"Elizabeth Perkins",1,5.1,54686,17.909855136853,93375151,322,5,2460,2.58272357723577,18.3521358292606,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8880","Brain Donors",1992,"17/04/1992",92,"Paramount Pictures",0.999734,"Dennis Dugan",2,"Mel Smith",2,"Bob Nelson",0,7.1,3880,0,918239,16,6.3,99,3.35353535353535,13.7302140733422,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8881","The Brothers McMullen",1995,"09/08/1995",98,"Fox Searchlight Pictures",0.260572,"Edward Burns",2,"Shari Albert",1,"Maxine Bahns",1,6.6,7145,0,0,21,6,4097,3.46497437149134,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8882","Casino",1995,"22/11/1995",178,"Universal Pictures",3.593376,"Martin Scorsese",2,"Robert De Niro",2,"Sharon Stone",1,8.2,440416,17.7667542957765,116112375,1202,7.8,18404,3.82370680286894,18.5700690387475,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
