MOVIEID,drama,romance,thriller,comedy,sci-fi,adventure,animation,children,imax,musical,action,mystery,crime,war,western,fantasy,horror,documentary,film-noir,no_genre
8261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6101,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6973,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114172,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48342,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5966,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8649,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45537,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
5370,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
54241,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5343,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142080,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
145307,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
163118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
157100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
98854,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113553,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
77808,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124308,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90664,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49379,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40422,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1070,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75443,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
43248,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
145283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25747,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109235,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
181093,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6861,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53416,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27277,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169952,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199450,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32158,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118966,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
68548,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
122733,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
123089,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
88429,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191243,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
137966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
189529,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26209,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88417,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140198,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
171711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
161274,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
162720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69159,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
86789,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141743,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
173075,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
142793,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194034,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
142370,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122747,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128470,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
144240,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151139,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158508,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81615,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85863,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108808,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
201204,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
201184,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167936,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
191333,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204290,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5528,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8865,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
492,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1125,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6263,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6796,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5991,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
8666,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1783,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2581,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48412,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4835,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2118,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62049,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3394,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1681,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
31374,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6724,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
110771,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6883,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4207,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
5346,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36525,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25943,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
4833,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
56620,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6995,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2847,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4413,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8923,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1583,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6741,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
3371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4636,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1669,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7948,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3491,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33621,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103006,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77721,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7764,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2484,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
159877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8290,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6052,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
65588,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5798,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8663,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47146,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
169904,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
183831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
81250,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26206,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
129490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
116062,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3166,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
201212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26267,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32954,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
80810,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47615,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165253,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123137,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116750,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
173051,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193315,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60393,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159546,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181027,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
129432,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
115873,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
163410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
163384,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80952,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101799,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
124123,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
148556,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69485,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
113244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
63862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
200108,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
124601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91854,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110223,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156678,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46318,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184799,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155012,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
192747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
164637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98611,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
158723,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
194550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
132438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114292,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
123771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
176637,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197621,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
128289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
123213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131894,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147982,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
83140,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
82368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
188397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77921,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
200804,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152559,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
181487,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
167024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140761,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124641,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124973,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
224,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1513,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25842,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
916,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
393,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
71248,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8610,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6422,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6067,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3299,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31694,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5268,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1455,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3885,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66915,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
8797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34511,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6894,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3410,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3774,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7019,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7613,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6805,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3818,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7727,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7523,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1671,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5746,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
5754,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5596,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3960,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69466,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6247,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96421,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33629,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118344,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
124519,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
31680,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39731,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
130476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
137549,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
181645,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4049,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
179705,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25804,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115784,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7341,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
77212,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152980,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186301,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173441,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8679,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
140717,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25970,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46753,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180293,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
143305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
178583,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
130676,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111691,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4071,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167132,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
162134,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
131761,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122385,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
153842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
118698,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161562,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
191509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
163498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
195403,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
136960,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91799,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182413,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107466,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89819,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
116813,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
88473,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122193,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
155629,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
203894,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
131345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
132218,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142252,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
