"MOVIEID","DRAMA","ROMANCE","THRILLER","COMEDY","SCI_FI","ADVENTURE","ANIMATION","CHILDREN","IMAX","MUSICAL","ACTION","MYSTERY","CRIME","WAR","WESTERN","FANTASY","HORROR","DOCUMENTARY","FILM_NOIR","NO_GENRE"
122956,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123383,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
123465,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
123475,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
123504,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
123541,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123673,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123713,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
123725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124155,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
124174,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
124253,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
124292,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
124324,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
124394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124446,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124456,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
124482,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124490,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124494,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124763,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
124779,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125039,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125057,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125407,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
125475,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
125517,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125836,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
126586,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
127108,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127665,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127717,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
127987,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
128275,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128983,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129070,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
129508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
130528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130554,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
130854,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131188,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131398,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131964,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132321,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
132327,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132547,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133559,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133645,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133661,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
133663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133761,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
133841,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
133861,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134208,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
134310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134532,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134540,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137471,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137642,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
138110,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
138713,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138974,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139060,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139614,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140317,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
140369,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
140503,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
140517,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
140687,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140717,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140836,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
140912,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140922,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141110,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
141313,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
141424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141749,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141890,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
142068,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142080,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
142288,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
142416,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142428,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142761,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142782,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142793,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142889,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
143549,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143613,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143649,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143753,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143932,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143942,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
143976,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145026,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
146016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146466,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
146564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147070,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147090,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
147192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147817,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147821,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147869,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148076,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148301,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148590,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149564,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
149998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150635,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150663,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151076,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151099,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151410,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
151589,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151683,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151757,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
151945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151953,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
152157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153376,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153606,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153660,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155170,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155437,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155549,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155551,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155643,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
155689,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156931,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157579,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
158418,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158629,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
158647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158681,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
158992,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
158996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159135,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
159429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159546,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160890,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160958,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
161090,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
161342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161628,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
162022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162054,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
162202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162818,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162820,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
162832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162860,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163096,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163599,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164481,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164653,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165775,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166034,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166342,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166449,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166514,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166550,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167382,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
167592,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
168336,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
168486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170347,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
170609,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171573,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171621,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172025,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172055,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172179,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172977,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
173277,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173395,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173473,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
173497,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173759,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
173773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173853,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173937,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174839,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
175343,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
175627,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176381,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
176455,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
176539,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176591,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176977,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177049,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177549,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178611,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178711,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178877,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179649,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
180217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180641,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180851,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180891,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181007,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
181085,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
181099,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
181131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181175,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
181315,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181421,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
181423,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181715,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181987,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182799,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182901,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183249,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
183479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183763,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183837,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184799,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184849,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
185137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
185897,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186073,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186103,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187741,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187791,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
187845,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
187927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189365,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
189671,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
190281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190783,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191561,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
192063,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
192449,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192811,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
